date,ticker,name,total_return,win_rate,num_trades,mdd
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005380,현대차,19.41,34.15,41,-16.49
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-20,005380,현대차,19.41,34.15,41,-16.49
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,012330,현대모비스,94.64,48.78,41,-11.59
2026-05-20,001040,CJ,-13.23,28.21,39,-18.59
2026-05-20,066570,LG전자,-8.47,28.57,28,-24.53
2026-05-20,055550,신한지주,110.7,46.81,47,-13.59
2026-05-20,096770,SK이노베이션,4.38,31.58,38,-19.78
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-20,000270,기아,4.5,37.21,43,-17.3
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,012330,현대모비스,94.64,48.78,41,-11.59
2026-05-20,096770,SK이노베이션,4.38,31.58,38,-19.78
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-20,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-20,005380,현대차,19.41,34.15,41,-16.49
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,000270,기아,4.5,37.21,43,-17.3
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,035720,카카오,-22.43,23.53,34,-37.6
2026-05-20,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-20,066570,LG전자,-8.47,28.57,28,-24.53
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,035720,카카오,-22.43,23.53,34,-37.6
2026-05-20,066570,LG전자,-8.47,28.57,28,-24.53
2026-05-20,055550,신한지주,110.7,46.81,47,-13.59
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,000270,기아,4.5,37.21,43,-17.3
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-20,012330,현대모비스,94.64,48.78,41,-11.59
2026-05-20,066570,LG전자,-8.47,28.57,28,-24.53
2026-05-20,055550,신한지주,110.7,46.81,47,-13.59
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,005380,현대차,19.41,34.15,41,-16.49
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,012330,현대모비스,94.64,48.78,41,-11.59
2026-05-20,035720,카카오,-22.43,23.53,34,-37.6
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,001040,CJ,-13.23,28.21,39,-18.59
2026-05-20,035720,카카오,-22.43,23.53,34,-37.6
2026-05-20,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-20,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-20,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-20,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-20,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-20,005380,현대차,19.41,34.15,41,-16.49
2026-05-20,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-20,000270,기아,4.5,37.21,43,-17.3
2026-05-20,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-20,105560,KB금융,53.88,50.0,44,-29.32
2026-05-20,035420,NAVER,39.4,37.5,40,-19.81
2026-05-20,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-20,012330,현대모비스,94.64,48.78,41,-11.59
2026-05-20,035720,카카오,-22.43,23.53,34,-37.6
2026-05-20,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-20,096770,SK이노베이션,4.38,31.58,38,-19.78
2026-05-20,033780,KT&G,13.51,32.88,73,-31.19
2026-05-21,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-21,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-21,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-21,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-21,005380,현대차,19.41,34.15,41,-16.49
2026-05-21,035420,NAVER,39.4,37.5,40,-19.81
2026-05-21,001040,CJ,-13.23,28.21,39,-18.59
2026-05-21,035720,카카오,-22.43,23.53,34,-37.6
2026-05-21,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-21,055550,신한지주,110.7,46.81,47,-13.59
2026-05-21,096770,SK이노베이션,4.38,31.58,38,-19.78
2026-05-21,033780,KT&G,13.51,32.88,73,-31.19
2026-05-26,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-26,005380,현대차,19.41,34.15,41,-16.49
2026-05-26,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-26,000270,기아,4.5,37.21,43,-17.3
2026-05-26,105560,KB금융,53.88,50.0,44,-29.32
2026-05-26,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-26,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-26,001040,CJ,-13.02,28.21,39,-18.59
2026-05-26,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-26,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-26,055550,신한지주,110.7,46.81,47,-13.59
2026-05-26,000270,기아,4.5,37.21,43,-17.3
2026-05-26,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-26,105560,KB금융,53.88,50.0,44,-29.32
2026-05-26,035420,NAVER,49.43,39.02,41,-19.81
2026-05-26,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-26,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-26,001040,CJ,-13.02,28.21,39,-18.59
2026-05-26,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-26,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-26,055550,신한지주,110.7,46.81,47,-13.59
2026-05-26,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-26,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-26,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-26,005380,현대차,19.41,34.15,41,-16.49
2026-05-26,068270,셀트리온,-18.93,33.33,39,-24.77
2026-05-26,000270,기아,4.5,37.21,43,-17.3
2026-05-26,105560,KB금융,53.88,50.0,44,-29.32
2026-05-26,035420,NAVER,49.43,39.02,41,-19.81
2026-05-26,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-26,035720,카카오,-19.8,24.24,33,-35.49
2026-05-26,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-26,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-28,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-28,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-28,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-28,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-28,005380,현대차,19.41,34.15,41,-16.49
2026-05-28,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-28,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-28,105560,KB금융,53.88,50.0,44,-29.32
2026-05-28,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-28,001040,CJ,-13.02,28.21,39,-18.59
2026-05-28,035720,카카오,-19.8,24.24,33,-35.49
2026-05-28,032830,삼성생명,4.74,29.09,55,-34.21
2026-05-28,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-28,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-29,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-29,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,032830,삼성생명,0.36,28.57,56,-34.21
2026-05-29,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-29,105560,KB금융,53.88,50.0,44,-29.32
2026-05-29,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-29,032830,삼성생명,0.36,28.57,56,-34.21
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,000270,기아,4.62,37.21,43,-17.3
2026-05-29,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-29,105560,KB금융,53.88,50.0,44,-29.32
2026-05-29,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,035720,카카오,-19.8,24.24,33,-35.49
2026-05-29,032830,삼성생명,0.36,28.57,56,-34.21
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,105560,KB금융,53.88,50.0,44,-29.32
2026-05-29,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-29,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-29,033780,KT&G,4.78,31.94,72,-31.19
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,000270,기아,4.62,37.21,43,-17.3
2026-05-29,035420,NAVER,49.43,39.02,41,-19.81
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,035720,카카오,-19.8,24.24,33,-35.49
2026-05-29,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,033780,KT&G,4.78,31.94,72,-31.19
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,000270,기아,4.62,37.21,43,-17.3
2026-05-29,105560,KB금융,53.88,50.0,44,-29.32
2026-05-29,035420,NAVER,49.43,39.02,41,-19.81
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,012330,현대모비스,87.55,47.62,42,-11.59
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,032830,삼성생명,0.36,28.57,56,-34.21
2026-05-29,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-29,033780,KT&G,4.78,31.94,72,-31.19
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,035420,NAVER,49.43,39.02,41,-19.81
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,035720,카카오,-19.8,24.24,33,-35.49
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-05-29,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,000270,기아,4.62,37.21,43,-17.3
2026-05-29,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-05-29,105560,KB금융,53.88,50.0,44,-29.32
2026-05-29,051910,LG화학,-2.99,28.57,35,-20.8
2026-05-29,035420,NAVER,49.43,39.02,41,-19.81
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-29,055550,신한지주,110.7,46.81,47,-13.59
2026-05-29,033780,KT&G,4.78,31.94,72,-31.19
2026-05-29,005930,삼성전자,3.18,33.33,48,-34.66
2026-05-29,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-05-29,005380,현대차,19.41,34.15,41,-16.49
2026-05-29,068270,셀트리온,-21.01,32.5,40,-26.69
2026-05-29,035420,NAVER,49.43,39.02,41,-19.81
2026-05-29,028260,삼성물산,27.26,36.84,57,-15.93
2026-05-29,001040,CJ,-13.02,28.21,39,-18.59
2026-05-29,035720,카카오,-19.8,24.24,33,-35.49
2026-05-29,032830,삼성생명,0.36,28.57,56,-34.21
2026-05-29,066570,LG전자,-10.97,27.59,29,-24.61
2026-05-29,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-05-29,033780,KT&G,4.78,31.94,72,-31.19
2026-06-01,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-06-01,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-06-01,373220,LG에너지솔루션,16.74,41.67,12,-14.4
2026-06-01,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-06-01,005380,현대차,19.41,34.15,41,-16.49
2026-06-01,068270,셀트리온,-21.01,32.5,40,-26.69
2026-06-01,005490,POSCO홀딩스,83.27,45.71,35,-6.42
2026-06-01,105560,KB금융,53.88,50.0,44,-29.32
2026-06-01,035720,카카오,-24.06,23.53,34,-38.92
2026-06-02,032830,삼성생명,4.74,29.09,55,-34.21
2026-06-02,055550,신한지주,110.7,46.81,47,-13.59
2026-06-02,005930,삼성전자,3.18,33.33,48,-34.66
2026-06-02,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-06-02,207940,삼성바이오로직스,22.86,34.38,32,-15.29
2026-06-02,096770,SK이노베이션,0.63,31.58,38,-19.78
2026-06-02,000270,기아,4.5,37.21,43,-17.3
2026-06-02,028260,삼성물산,27.26,36.84,57,-15.93
2026-06-02,035720,카카오,-22.43,23.53,34,-37.6
2026-06-02,032830,삼성생명,4.74,29.09,55,-34.21
2026-06-02,033780,KT&G,4.78,31.94,72,-31.19
2026-06-02,005930,삼성전자,3.18,33.33,48,-34.66
2026-06-02,005380,현대차,19.41,34.15,41,-16.49
2026-06-02,068270,셀트리온,-21.01,32.5,40,-26.69
2026-06-02,105560,KB금융,53.88,50.0,44,-29.32
2026-06-02,035420,NAVER,49.43,39.02,41,-19.81
2026-06-02,012330,현대모비스,94.64,48.78,41,-11.59
2026-06-02,001040,CJ,-13.02,28.21,39,-18.59
2026-06-02,055550,신한지주,110.7,46.81,47,-13.59
2026-06-02,005930,삼성전자,3.18,33.33,48,-34.66
2026-06-02,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-06-02,051910,LG화학,-5.01,28.57,35,-20.8
2026-06-02,028260,삼성물산,27.26,36.84,57,-15.93
2026-06-02,012330,현대모비스,94.64,48.78,41,-11.59
2026-06-02,055550,신한지주,110.7,46.81,47,-13.59
2026-06-02,033780,KT&G,4.78,31.94,72,-31.19
2026-06-02,000660,SK하이닉스,-29.79,16.67,18,-33.39
2026-06-02,012330,현대모비스,94.64,48.78,41,-11.59
2026-06-02,001040,CJ,-13.02,28.21,39,-18.59
2026-06-02,066570,LG전자,-8.47,28.57,28,-24.53
2026-06-02,055550,신한지주,110.7,46.81,47,-13.59
2026-06-02,033780,KT&G,4.78,31.94,72,-31.19
2026-06-02,005930,삼성전자,3.18,33.33,48,-34.66
2026-06-02,000660,SK하이닉스,-29.79,16.67,18,-33.39
